index,Cattle_ID,Breed,Country,Climate_Zone,Management_System,Age_Months,Weight_kg,Parity,Lactation_Stage,Days_in_Milk,Feed_Type,Feed_Quantity_kg,Feeding_Frequency,Water_Intake_L,Walking_Distance_km,Grazing_Duration_hrs,Rumination_Time_hrs,Resting_Hours,Ambient_Temperature_C,Humidity_percent,Season,Housing_Score,FMD_Vaccine,Brucellosis_Vaccine,Previous_Week_Avg_Yield,Body_Condition_Score,Milking_Interval_hrs,Date,Farm_ID,Milk_Yield_L
42010,CATTLE_042011,Holandes,BR,Subtropical,Semi_Intensive,118,385.4,1,Mid,110,Dry_Fodder,13.3,4,high,medium,4.3,7.3,13.2,22.3,64.7,Monsoon,0.34,no,yes,5.6,ok,12,2023-10-08,FARM_0551,6.53
42036,CATTLE_042037,Holandes,BR,Subtropical,Extensive,127,681.2,1,Late,269,Silage,11.3,1,high,high,4.5,7.7,10.9,19.2,46.4,Autumn,0.6,no,no,3.39,high,12,2024-11-13,FARM_0394,2.07
42041,CATTLE_042042,Holandes,BR,Temperado,Pastoral,117,567.1,6,Mid,271,Hay,7.2,4,high,medium,2.5,6.0,7.9,32.7,71.6,Winter,0.76,yes,no,2.14,ok,12,2023-08-28,FARM_0234,1.69
42126,CATTLE_042127,Jersey,BR,Subtropical,Pastoral,25,594.6,2,Mid,212,Green_Fodder,8.0,2,medium,low,3.2,8.8,14.2,14.5,94.9,Monsoon,0.55,no,yes,5.02,ok,12,2023-11-01,FARM_0456,4.6
42127,CATTLE_042128,Holandes,BR,Tropical,Pastoral,72,412.4,6,Mid,271,Pasture_Grass,15.3,3,medium,medium,1.8,8.8,12.5,18.5,78.3,Spring,0.74,yes,yes,14.98,ok,12,2024-04-21,FARM_0576,14.82
42135,CATTLE_042136,Holandes,BR,Temperado,Semi_Intensive,57,660.0,2,Mid,255,Concentrates,16.1,1,high,low,7.3,6.8,10.4,1.7,84.7,Summer,0.6,yes,yes,1.75,high,12,2023-06-27,FARM_0680,3.86
42152,CATTLE_042153,Holandes,BR,Arid,Intensive,133,667.1,2,Mid,328,Dry_Fodder,5.0,1,high,low,1.8,4.9,8.2,37.1,67.9,Autumn,0.7,no,yes,0.32,ok,8,2023-07-05,FARM_0122,0.03
42177,CATTLE_042178,Jersey,BR,Arid,Intensive,59,613.3,5,Mid,362,Hay,18.8,4,high,low,4.1,9.0,11.4,22.9,57.0,Autumn,0.73,no,yes,0.88,low,12,2024-01-20,FARM_0402,0.59
42200,CATTLE_042201,Jersey,BR,Subtropical,Semi_Intensive,133,334.5,1,Early,59,Crop_Residues,10.8,3,high,medium,6.6,8.5,16.6,15.3,57.2,Spring,0.98,no,no,26.46,low,12,2023-10-12,FARM_0861,23.3
42204,CATTLE_042205,Jersey,BR,Temperado,Mixed,50,665.7,3,Mid,279,Green_Fodder,8.3,2,medium,high,7.5,6.4,7.6,38.6,76.5,Spring,0.89,yes,no,9.44,ok,12,2024-02-06,FARM_0476,9.15
42232,CATTLE_042233,Jersey,BR,Temperado,Extensive,35,582.5,4,Mid,18,Hay,10.1,5,medium,high,7.0,4.9,14.2,11.1,97.7,Winter,0.55,no,yes,12.73,ok,12,2024-02-21,FARM_0330,10.19
42237,CATTLE_042238,Holandes,BR,Subtropical,Intensive,48,585.1,4,Early,198,Hay,14.7,3,high,low,8.8,7.4,6.7,22.8,76.6,Winter,0.4,yes,no,13.62,ok,12,2022-05-16,FARM_0628,12.29
42290,CATTLE_042291,Girolando,BR,Subtropical,Intensive,78,737.5,1,Mid,232,Green_Fodder,10.8,1,low,high,4.1,10.8,6.7,33.3,65.0,Autumn,0.93,yes,no,3.15,low,12,2022-03-04,FARM_0336,1.87
42298,CATTLE_042299,Jersey,BR,Arid,Extensive,115,669.4,6,Late,344,Mixed_Feed,10.2,5,high,high,4.5,6.1,6.7,24.0,46.7,Winter,0.73,yes,yes,3.74,ok,8,2023-01-08,FARM_0236,4.77
42300,CATTLE_042301,Girolando,BR,Temperado,Intensive,121,596.7,1,Early,120,Dry_Fodder,7.4,3,high,high,1.0,6.4,7.8,23.7,54.8,Winter,0.33,yes,no,2.39,ok,12,2024-06-08,FARM_0489,2.93
42301,CATTLE_042302,Jersey,BR,Tropical,Mixed,89,253.6,5,Early,270,Hay,7.2,2,medium,high,2.4,6.6,10.7,37.5,86.8,Autumn,0.79,yes,no,2.26,ok,12,2023-05-07,FARM_0042,2.06
42302,CATTLE_042303,Girolando,BR,Tropical,Extensive,72,260.1,6,Late,10,Concentrates,11.3,4,high,high,7.5,8.6,11.2,22.3,67.2,Monsoon,1.0,yes,no,7.67,ok,12,2022-12-02,FARM_0627,5.94
42305,CATTLE_042306,Girolando,BR,Arid,Semi_Intensive,136,668.8,1,Late,158,Pasture_Grass,14.0,1,high,low,1.0,10.2,7.4,14.6,28.3,Summer,0.65,no,yes,17.92,high,6,2023-07-24,FARM_0488,16.56
42309,CATTLE_042310,Girolando,BR,Arid,Intensive,82,533.5,4,Mid,296,Hay,14.6,4,high,high,9.4,6.3,13.2,13.8,86.1,Spring,0.97,yes,yes,18.19,ok,12,2022-06-02,FARM_0226,18.54
42312,CATTLE_042313,Holandes,BR,Tropical,Intensive,46,417.0,2,Mid,324,Green_Fodder,21.4,1,medium,high,5.0,9.3,8.7,23.1,80.4,Winter,0.43,yes,yes,10.77,ok,12,2022-12-31,FARM_0756,10.6
42314,CATTLE_042315,Girolando,BR,Tropical,Semi_Intensive,67,341.4,4,Late,349,Concentrates,16.6,3,high,low,1.0,7.6,13.0,25.2,57.9,Monsoon,0.41,no,yes,0.0,low,12,2022-04-20,FARM_0727,1.01
42321,CATTLE_042322,Girolando,BR,Temperado,Pastoral,31,320.5,4,Mid,166,Mixed_Feed,16.9,3,high,high,3.8,7.5,7.4,14.7,48.4,Spring,0.69,yes,yes,4.57,ok,8,2022-01-05,FARM_0774,6.44
42337,CATTLE_042338,Jersey,BR,Tropical,Mixed,94,596.4,2,Mid,29,Green_Fodder,8.4,1,medium,high,4.9,9.3,14.9,9.5,100.0,Spring,0.67,yes,yes,0.13,high,24,2022-06-18,FARM_0967,2.27
42347,CATTLE_042348,Holandes,BR,Arid,Extensive,120,360.4,4,Mid,115,Concentrates,10.1,3,low,medium,7.6,8.6,9.3,21.6,66.4,Spring,0.52,yes,yes,10.21,high,12,2022-01-06,FARM_0223,9.7
42348,CATTLE_042349,Holandes,BR,Subtropical,Mixed,133,569.2,4,Late,32,Concentrates,15.3,4,high,medium,8.6,9.2,5.0,6.8,79.2,Autumn,0.64,yes,yes,5.61,high,12,2024-01-26,FARM_0541,3.53
42358,CATTLE_042359,Holandes,BR,Temperado,Semi_Intensive,50,377.2,4,Early,177,Silage,20.6,4,low,high,8.4,10.3,12.2,26.3,54.4,Autumn,0.9,yes,yes,5.49,high,8,2022-02-26,FARM_0323,8.0
42366,CATTLE_042367,Holandes,BR,Temperado,Intensive,122,581.2,2,Mid,292,Green_Fodder,15.7,2,medium,high,6.4,7.0,9.0,17.6,90.8,Winter,0.78,no,yes,0.0,ok,12,2024-05-25,FARM_0558,0.3
42377,CATTLE_042378,Jersey,BR,Arid,Extensive,140,317.4,6,Early,19,Hay,10.8,4,high,high,7.4,5.1,11.9,23.8,64.2,Autumn,0.5,yes,yes,1.76,high,12,2024-12-13,FARM_0073,1.0
42394,CATTLE_042395,Holandes,BR,Subtropical,Pastoral,137,406.5,5,Mid,88,Green_Fodder,12.1,2,high,high,5.3,6.5,12.1,10.8,88.9,Winter,0.6,no,yes,20.26,ok,12,2024-05-10,FARM_0184,21.05
42408,CATTLE_042409,Jersey,BR,Temperado,Intensive,92,308.5,3,Early,119,Crop_Residues,12.6,1,medium,medium,8.3,11.1,7.2,16.8,58.7,Spring,0.88,yes,no,18.62,ok,24,2023-09-04,FARM_0291,19.59
42433,CATTLE_042434,Girolando,BR,Arid,Extensive,49,446.0,2,Mid,50,Dry_Fodder,15.3,5,medium,medium,5.9,8.1,7.7,15.8,37.5,Autumn,0.93,yes,yes,7.81,high,12,2023-05-08,FARM_0159,7.4
42441,CATTLE_042442,Girolando,BR,Temperado,Intensive,129,482.8,3,Mid,78,Crop_Residues,8.6,5,low,high,3.9,5.6,5.1,4.9,88.6,Summer,0.46,no,yes,4.5,low,8,2024-11-11,FARM_0133,4.56
42458,CATTLE_042459,Girolando,BR,Temperado,Semi_Intensive,88,252.5,6,Mid,347,Dry_Fodder,11.3,5,high,medium,7.8,8.3,5.5,13.9,43.6,Summer,0.41,yes,no,2.29,ok,12,2024-05-11,FARM_0860,4.17
42477,CATTLE_042478,Jersey,BR,Subtropical,Extensive,33,482.4,5,Late,120,Green_Fodder,8.8,3,high,high,8.5,9.0,9.6,23.4,47.7,Monsoon,0.96,no,yes,5.47,ok,12,2023-10-02,FARM_0174,5.86
42479,CATTLE_042480,Girolando,BR,Arid,Semi_Intensive,75,620.7,3,Mid,126,Dry_Fodder,18.2,1,medium,high,4.8,9.3,7.9,26.1,100.0,Winter,0.87,yes,no,25.25,high,6,2023-08-31,FARM_0851,23.78
42484,CATTLE_042485,Jersey,BR,Arid,Intensive,74,678.7,5,Mid,127,Dry_Fodder,13.4,3,high,high,2.1,10.8,8.5,7.4,59.9,Summer,0.61,yes,no,3.11,ok,12,2022-06-08,FARM_0833,4.61
42500,CATTLE_042501,Girolando,BR,Arid,Intensive,69,558.4,6,Late,320,Crop_Residues,9.6,4,high,high,3.8,9.2,7.6,7.7,97.2,Spring,0.96,yes,yes,10.13,ok,12,2024-02-13,FARM_0724,9.33
42503,CATTLE_042504,Jersey,BR,Temperado,Intensive,127,625.5,5,Late,167,Green_Fodder,9.5,3,low,high,5.9,8.4,8.6,11.4,78.8,Summer,0.87,yes,yes,18.87,ok,12,2024-05-28,FARM_0370,20.23
42531,CATTLE_042532,Girolando,BR,Subtropical,Pastoral,142,380.1,5,Early,224,Pasture_Grass,12.3,4,high,medium,7.2,9.8,5.2,13.0,32.9,Summer,0.61,yes,yes,0.0,ok,12,2022-09-19,FARM_0149,0.0
42544,CATTLE_042545,Girolando,BR,Arid,Mixed,102,372.6,4,Mid,226,Mixed_Feed,6.5,5,high,high,9.6,7.1,11.4,45.0,70.6,Spring,0.49,no,yes,6.07,ok,8,2022-11-06,FARM_0490,6.24
42568,CATTLE_042569,Holandes,BR,Temperado,Intensive,40,710.3,1,Early,51,Crop_Residues,10.3,1,medium,high,1.6,8.8,7.0,34.1,55.3,Monsoon,0.34,yes,yes,8.77,ok,12,2022-04-25,FARM_0868,5.61
42587,CATTLE_042588,Girolando,BR,Tropical,Mixed,80,639.6,1,Early,196,Hay,13.7,1,medium,high,9.6,6.5,7.6,31.1,69.4,Winter,0.44,yes,yes,11.78,low,8,2024-03-05,FARM_0050,11.49
42597,CATTLE_042598,Holandes,BR,Arid,Intensive,59,622.6,6,Late,283,Silage,15.1,3,medium,low,8.8,7.0,11.2,16.3,40.0,Autumn,0.94,yes,no,8.04,high,12,2024-01-27,FARM_0275,6.21
42599,CATTLE_042600,Girolando,BR,Arid,Semi_Intensive,123,369.2,2,Mid,211,Silage,13.0,2,high,high,14.0,10.1,11.9,26.3,66.8,Spring,0.87,yes,no,28.67,ok,12,2023-08-28,FARM_0505,25.92
42625,CATTLE_042626,Girolando,BR,Tropical,Semi_Intensive,129,475.2,4,Mid,113,Dry_Fodder,15.6,3,low,low,5.3,8.5,5.9,13.4,98.1,Monsoon,0.45,yes,yes,2.33,ok,24,2023-09-18,FARM_0856,4.17
42638,CATTLE_042639,Jersey,BR,Tropical,Pastoral,69,635.3,1,Early,51,Silage,13.0,3,medium,high,9.4,6.9,6.9,31.3,45.4,Autumn,0.8,no,no,11.37,high,12,2022-11-07,FARM_0397,12.1
42641,CATTLE_042642,Girolando,BR,Tropical,Mixed,99,687.8,1,Mid,9,Hay,14.6,4,medium,high,5.6,10.6,10.8,3.7,48.3,Spring,0.78,yes,yes,5.65,ok,12,2024-02-09,FARM_0013,6.03
42644,CATTLE_042645,Girolando,BR,Arid,Mixed,103,478.5,6,Mid,164,Silage,13.8,5,medium,high,5.0,9.9,16.8,30.1,57.4,Winter,0.88,no,yes,7.69,high,12,2023-02-17,FARM_0052,9.21
42645,CATTLE_042646,Holandes,BR,Tropical,Pastoral,58,504.5,5,Early,323,Crop_Residues,19.2,1,medium,medium,4.4,12.1,6.6,17.4,43.1,Monsoon,0.67,yes,yes,7.17,low,12,2022-10-10,FARM_0440,6.16
42660,CATTLE_042661,Girolando,BR,Temperado,Pastoral,36,563.1,6,Late,18,Dry_Fodder,13.0,2,medium,medium,4.9,9.4,13.8,15.5,83.1,Winter,0.49,yes,no,1.6,ok,12,2022-03-18,FARM_0033,2.82
42683,CATTLE_042684,Jersey,BR,Tropical,Extensive,48,727.0,2,Mid,356,Hay,13.8,3,medium,high,8.8,7.6,13.1,15.4,55.1,Autumn,0.4,no,yes,9.6,ok,12,2022-02-28,FARM_0773,10.53
42706,CATTLE_042707,Holandes,BR,Temperado,Mixed,122,535.6,6,Late,182,Dry_Fodder,10.0,5,medium,medium,5.1,6.1,11.9,20.2,70.1,Monsoon,0.79,yes,no,4.44,ok,12,2022-05-29,FARM_0687,5.51
42709,CATTLE_042710,Girolando,BR,Tropical,Extensive,92,663.6,3,Late,176,Concentrates,12.8,5,medium,medium,5.9,9.1,11.0,32.8,53.2,Autumn,0.6,no,yes,5.37,low,12,2022-10-14,FARM_0099,8.52
42711,CATTLE_042712,Jersey,BR,Subtropical,Pastoral,107,303.2,2,Early,54,Concentrates,7.2,2,high,high,5.7,5.3,10.5,14.8,73.5,Monsoon,0.56,yes,no,3.51,ok,12,2023-10-19,FARM_0141,2.1
42715,CATTLE_042716,Holandes,BR,Subtropical,Mixed,142,574.9,5,Mid,26,Pasture_Grass,7.1,4,high,high,3.9,6.8,11.3,32.5,38.3,Autumn,0.69,yes,no,0.31,ok,12,2024-08-22,FARM_0116,0.0
42765,CATTLE_042766,Jersey,BR,Arid,Mixed,65,679.3,3,Mid,357,Green_Fodder,13.9,1,high,high,6.4,9.1,10.3,44.1,77.6,Autumn,0.5,no,yes,0.0,ok,12,2023-08-02,FARM_0212,0.0
42802,CATTLE_042803,Holandes,BR,Arid,Mixed,65,330.8,5,Early,177,Hay,8.7,5,medium,low,5.1,8.7,12.0,23.9,28.9,Autumn,0.5,yes,no,3.92,high,12,2022-04-02,FARM_0131,4.87
42807,CATTLE_042808,Holandes,BR,Tropical,Mixed,84,657.1,6,Early,153,Mixed_Feed,9.5,4,medium,low,5.8,7.1,7.5,38.1,51.0,Winter,0.74,no,yes,11.48,ok,12,2022-09-28,FARM_0278,12.62
42818,CATTLE_042819,Jersey,BR,Temperado,Extensive,70,442.4,4,Early,329,Concentrates,15.3,5,high,high,7.6,10.2,9.5,29.3,83.5,Monsoon,0.86,yes,yes,8.1,ok,12,2023-03-02,FARM_0532,8.2
42826,CATTLE_042827,Jersey,BR,Subtropical,Mixed,142,483.3,2,Early,174,Concentrates,15.1,3,medium,low,6.4,7.6,12.1,35.3,44.1,Monsoon,0.77,yes,no,0.0,ok,12,2022-02-15,FARM_0655,0.0
42839,CATTLE_042840,Holandes,BR,Temperado,Semi_Intensive,36,354.9,1,Early,92,Silage,7.4,2,high,low,5.9,5.9,5.4,20.8,86.1,Monsoon,0.96,yes,no,7.48,low,24,2022-12-30,FARM_0780,8.71
42843,CATTLE_042844,Jersey,BR,Temperado,Intensive,98,396.2,5,Early,199,Silage,13.7,1,medium,medium,10.3,7.3,12.5,13.0,80.7,Monsoon,0.74,yes,no,5.89,ok,12,2024-01-22,FARM_0180,6.2
42858,CATTLE_042859,Girolando,BR,Arid,Mixed,116,503.9,2,Early,233,Mixed_Feed,15.7,3,medium,medium,11.9,9.2,10.1,29.8,68.4,Autumn,0.56,no,yes,3.3,ok,12,2022-07-18,FARM_0439,5.49
42876,CATTLE_042877,Jersey,BR,Arid,Intensive,78,573.1,2,Late,333,Crop_Residues,6.7,2,high,medium,10.1,13.5,16.2,23.3,60.3,Autumn,0.52,yes,yes,5.31,ok,12,2024-01-01,FARM_0256,4.21
42907,CATTLE_042908,Holandes,BR,Tropical,Mixed,29,339.1,5,Early,218,Concentrates,11.5,3,medium,high,5.9,8.6,12.8,-1.6,36.9,Monsoon,0.4,yes,no,7.71,ok,12,2024-11-02,FARM_0075,7.14
42924,CATTLE_042925,Holandes,BR,Temperado,Pastoral,55,648.8,3,Early,111,Pasture_Grass,10.4,1,high,low,6.5,10.6,8.6,21.5,47.4,Autumn,0.78,no,yes,6.27,ok,12,2024-04-06,FARM_0371,4.31
42940,CATTLE_042941,Holandes,BR,Tropical,Semi_Intensive,39,660.9,5,Mid,197,Hay,11.3,3,medium,low,8.0,8.1,15.4,3.5,55.3,Monsoon,0.82,yes,yes,14.08,ok,12,2023-09-11,FARM_0152,13.09
42964,CATTLE_042965,Girolando,BR,Subtropical,Intensive,30,630.6,2,Early,335,Hay,15.1,3,high,medium,8.9,9.7,12.5,15.8,54.4,Autumn,0.69,yes,yes,7.04,low,12,2024-02-27,FARM_0901,6.57
43015,CATTLE_043016,Holandes,BR,Tropical,Pastoral,112,582.8,4,Mid,262,Dry_Fodder,3.0,5,medium,high,6.9,10.1,11.1,31.0,94.6,Spring,0.86,yes,no,5.95,low,8,2022-09-28,FARM_0268,4.99
43033,CATTLE_043034,Jersey,BR,Arid,Mixed,94,507.4,4,Early,327,Concentrates,14.2,5,medium,high,6.6,6.0,6.2,27.8,59.9,Autumn,0.88,yes,no,6.96,ok,12,2022-09-24,FARM_0130,8.62
43037,CATTLE_043038,Holandes,BR,Arid,Semi_Intensive,111,404.3,2,Late,314,Pasture_Grass,12.3,2,high,high,7.9,11.8,8.1,28.0,62.0,Spring,0.35,yes,yes,1.85,high,12,2023-06-10,FARM_0486,3.74
43038,CATTLE_043039,Holandes,BR,Tropical,Extensive,133,260.9,2,Mid,271,Crop_Residues,3.0,5,low,medium,12.8,10.0,8.1,23.3,75.9,Autumn,0.9,yes,yes,11.95,low,12,2022-11-18,FARM_0805,12.88
43056,CATTLE_043057,Girolando,BR,Tropical,Intensive,81,719.2,6,Early,89,Green_Fodder,10.9,3,high,high,5.3,8.5,8.4,-6.1,25.6,Summer,0.99,yes,no,4.74,high,12,2023-01-05,FARM_0960,4.76
43060,CATTLE_043061,Jersey,BR,Temperado,Extensive,129,260.5,6,Early,110,Dry_Fodder,14.4,2,high,medium,3.3,6.8,8.7,36.0,55.6,Autumn,0.49,no,yes,7.17,ok,12,2024-12-08,FARM_0585,5.49
43073,CATTLE_043074,Holandes,BR,Arid,Mixed,96,699.4,2,Mid,363,Pasture_Grass,9.3,4,medium,high,5.7,9.8,8.6,36.3,70.6,Spring,0.97,no,yes,8.38,high,8,2023-04-08,FARM_0212,7.72
43092,CATTLE_043093,Jersey,BR,Subtropical,Mixed,117,518.5,2,Late,37,Hay,13.8,4,medium,medium,10.5,11.0,9.0,24.2,53.8,Monsoon,0.4,yes,yes,10.55,ok,12,2023-11-20,FARM_0800,9.66
43094,CATTLE_043095,Girolando,BR,Tropical,Extensive,71,591.9,2,Early,72,Silage,12.0,5,high,low,6.0,7.3,17.1,30.4,37.7,Summer,0.73,yes,yes,6.84,ok,12,2023-12-15,FARM_0998,7.97
43112,CATTLE_043113,Girolando,BR,Arid,Intensive,37,697.2,3,Early,179,Crop_Residues,14.0,5,high,medium,7.7,6.7,11.8,12.9,69.0,Monsoon,0.7,yes,no,8.79,ok,12,2022-08-07,FARM_0272,5.6
43117,CATTLE_043118,Jersey,BR,Tropical,Extensive,54,450.6,1,Mid,212,Green_Fodder,14.2,4,high,medium,7.2,7.1,9.8,-0.8,50.5,Winter,0.74,yes,yes,23.73,ok,12,2024-01-31,FARM_0620,22.47
43142,CATTLE_043143,Holandes,BR,Arid,Pastoral,52,316.5,6,Mid,266,Hay,14.8,5,medium,medium,7.5,9.8,13.4,11.6,76.7,Monsoon,0.51,yes,yes,21.06,ok,12,2023-03-25,FARM_0298,20.18
43208,CATTLE_043209,Jersey,BR,Tropical,Pastoral,68,621.1,6,Mid,315,Mixed_Feed,17.5,2,high,low,10.3,9.7,10.0,27.0,57.0,Spring,0.33,yes,no,7.2,ok,12,2024-04-21,FARM_0003,5.69
43215,CATTLE_043216,Girolando,BR,Temperado,Mixed,67,706.8,1,Late,121,Green_Fodder,14.7,5,low,high,8.0,5.4,11.6,6.9,85.1,Autumn,0.54,yes,no,3.24,ok,8,2023-05-22,FARM_0606,5.01
43253,CATTLE_043254,Jersey,BR,Tropical,Extensive,98,726.8,3,Early,87,Pasture_Grass,8.6,4,high,medium,3.4,7.9,10.7,22.7,55.9,Monsoon,0.57,yes,yes,20.24,high,8,2023-01-21,FARM_0571,21.81
43263,CATTLE_043264,Jersey,BR,Arid,Intensive,105,699.4,2,Late,200,Mixed_Feed,12.3,2,medium,medium,6.4,9.9,10.0,14.1,100.0,Monsoon,0.98,yes,no,1.51,ok,8,2023-08-30,FARM_0239,1.06
43271,CATTLE_043272,Jersey,BR,Tropical,Mixed,82,334.3,6,Mid,108,Mixed_Feed,5.9,5,low,medium,1.0,7.3,13.4,19.5,64.4,Spring,0.53,yes,no,9.78,ok,12,2024-08-06,FARM_0382,8.6
43272,CATTLE_043273,Girolando,BR,Temperado,Extensive,134,285.4,4,Late,34,Hay,13.5,2,medium,high,7.1,10.4,10.5,11.4,56.1,Summer,0.97,no,no,9.38,high,24,2022-06-30,FARM_0235,9.67
43316,CATTLE_043317,Jersey,BR,Arid,Pastoral,77,561.8,2,Early,159,Pasture_Grass,7.6,4,medium,high,9.9,10.1,16.0,45.0,68.2,Spring,0.35,yes,yes,4.55,high,12,2024-07-08,FARM_0192,4.42
43322,CATTLE_043323,Holandes,BR,Arid,Extensive,84,529.2,5,Late,129,Pasture_Grass,15.1,5,high,low,6.3,8.6,12.9,11.8,59.0,Monsoon,0.34,no,no,7.86,high,12,2024-08-26,FARM_0397,8.94
43344,CATTLE_043345,Holandes,BR,Arid,Intensive,105,574.0,2,Mid,266,Dry_Fodder,8.9,2,medium,medium,4.4,10.9,10.3,16.4,46.1,Winter,0.36,no,yes,16.63,ok,12,2023-10-12,FARM_0176,15.53
43358,CATTLE_043359,Jersey,BR,Temperado,Intensive,89,609.6,5,Mid,75,Green_Fodder,13.4,5,high,high,9.2,9.7,9.0,19.9,61.7,Summer,0.61,yes,yes,3.31,ok,8,2024-07-05,FARM_0082,1.42
43365,CATTLE_043366,Girolando,BR,Tropical,Mixed,68,419.1,4,Early,288,Concentrates,14.3,5,high,high,3.9,12.2,8.7,4.7,49.9,Winter,0.49,no,no,12.08,high,12,2022-08-08,FARM_0428,11.64
43385,CATTLE_043386,Jersey,BR,Subtropical,Intensive,62,730.8,4,Late,136,Green_Fodder,16.3,4,medium,medium,1.1,7.6,12.4,1.6,93.5,Autumn,0.38,yes,no,7.58,ok,12,2022-05-03,FARM_0381,7.15
43419,CATTLE_043420,Holandes,BR,Subtropical,Semi_Intensive,92,330.7,2,Late,309,Concentrates,12.0,3,medium,high,3.1,7.8,7.1,43.2,46.3,Monsoon,0.8,no,no,6.53,low,12,2023-02-15,FARM_0205,5.87
43432,CATTLE_043433,Girolando,BR,Subtropical,Intensive,42,684.1,5,Mid,68,Mixed_Feed,10.4,1,high,high,5.2,8.0,8.9,-0.5,58.6,Summer,0.86,yes,yes,3.52,ok,12,2023-04-20,FARM_0271,4.77
43484,CATTLE_043485,Jersey,BR,Temperado,Intensive,78,480.2,5,Mid,195,Hay,12.1,3,medium,medium,8.3,7.1,15.8,24.6,100.0,Autumn,0.4,yes,yes,0.27,ok,24,2024-04-16,FARM_0241,1.07
43495,CATTLE_043496,Jersey,BR,Arid,Mixed,122,276.8,5,Early,225,Crop_Residues,9.1,4,medium,high,1.8,8.4,9.8,13.1,90.1,Autumn,0.31,yes,yes,7.84,ok,12,2023-01-13,FARM_0062,7.27
43496,CATTLE_043497,Jersey,BR,Subtropical,Intensive,103,682.3,1,Late,250,Hay,3.0,3,high,low,6.0,9.0,12.2,26.5,73.6,Summer,0.96,no,yes,1.49,low,8,2023-12-12,FARM_0908,2.12
43554,CATTLE_043555,Jersey,BR,Subtropical,Semi_Intensive,103,279.6,6,Early,114,Mixed_Feed,10.6,3,high,high,1.0,8.3,14.0,11.4,70.2,Monsoon,0.38,yes,no,17.67,ok,12,2023-07-24,FARM_0132,14.71
43562,CATTLE_043563,Girolando,BR,Subtropical,Semi_Intensive,64,366.2,1,Mid,159,Mixed_Feed,14.3,2,medium,medium,10.6,5.3,14.8,37.3,77.2,Winter,0.4,no,no,10.61,high,12,2022-12-05,FARM_0440,10.65
43605,CATTLE_043606,Holandes,BR,Temperado,Intensive,122,398.1,3,Late,248,Hay,8.0,1,medium,high,8.6,10.6,10.0,34.7,61.6,Winter,0.65,yes,no,1.07,ok,12,2022-03-02,FARM_0346,6.36
43607,CATTLE_043608,Girolando,BR,Temperado,Intensive,43,676.7,6,Mid,61,Crop_Residues,10.6,2,medium,high,9.3,9.1,8.1,1.4,98.7,Summer,0.55,yes,no,5.71,high,8,2023-10-26,FARM_0664,4.21
43608,CATTLE_043609,Girolando,BR,Subtropical,Extensive,107,542.2,1,Early,11,Pasture_Grass,11.1,2,medium,medium,1.0,7.5,14.0,23.9,63.2,Spring,0.56,no,yes,8.02,ok,12,2023-12-29,FARM_0784,4.11
43631,CATTLE_043632,Jersey,BR,Temperado,Extensive,116,483.9,6,Early,167,Dry_Fodder,7.3,5,medium,medium,4.3,6.0,10.2,19.1,29.8,Winter,0.96,no,yes,13.64,ok,6,2023-05-30,FARM_0372,15.66
43650,CATTLE_043651,Girolando,BR,Tropical,Pastoral,83,314.1,1,Early,339,Silage,7.6,1,high,medium,6.6,5.6,8.7,16.6,74.9,Autumn,0.37,yes,no,5.1,low,12,2023-03-29,FARM_0758,4.74
43673,CATTLE_043674,Jersey,BR,Temperado,Extensive,73,698.9,4,Mid,337,Pasture_Grass,14.3,5,medium,medium,11.2,11.3,8.3,37.4,92.5,Spring,0.55,no,yes,0.93,low,12,2022-04-26,FARM_0312,2.77
43702,CATTLE_043703,Jersey,BR,Arid,Mixed,49,667.5,2,Early,200,Pasture_Grass,15.9,2,high,low,7.1,10.9,12.1,0.6,43.8,Summer,0.31,yes,no,17.4,high,12,2023-06-03,FARM_0674,18.43
43714,CATTLE_043715,Jersey,BR,Temperado,Mixed,73,507.3,6,Early,49,Hay,12.5,4,medium,medium,4.5,8.7,5.0,22.3,43.5,Summer,0.62,yes,yes,15.47,ok,12,2024-06-30,FARM_0855,13.95
43729,CATTLE_043730,Girolando,BR,Temperado,Mixed,75,454.9,1,Mid,13,Silage,14.7,3,high,medium,7.5,8.3,12.6,14.4,34.8,Summer,0.55,no,yes,19.61,ok,12,2024-08-31,FARM_0089,18.61
43734,CATTLE_043735,Girolando,BR,Tropical,Semi_Intensive,49,708.3,4,Mid,296,Pasture_Grass,11.4,2,medium,low,5.4,6.6,9.6,30.0,55.7,Spring,0.8,no,yes,0.68,ok,8,2023-12-19,FARM_0942,1.81
43735,CATTLE_043736,Holandes,BR,Tropical,Pastoral,103,552.8,5,Early,101,Crop_Residues,12.3,5,high,medium,8.3,7.8,7.8,21.0,31.5,Autumn,0.66,no,yes,7.13,ok,24,2023-02-07,FARM_0656,6.33
43737,CATTLE_043738,Girolando,BR,Temperado,Mixed,34,507.1,3,Mid,206,Concentrates,12.4,3,high,medium,9.6,6.4,11.2,34.8,55.9,Autumn,0.36,yes,yes,6.3,low,12,2024-08-17,FARM_0725,6.03
43739,CATTLE_043740,Holandes,BR,Tropical,Pastoral,72,742.8,4,Late,317,Crop_Residues,20.0,1,medium,high,6.6,4.6,11.5,12.8,61.7,Summer,0.85,yes,yes,14.61,ok,12,2023-02-16,FARM_0111,15.04
